	mouse_TATA	mouse_INR
Kdm5b	False	False
Kdm5c	False	False
Kdm5d	False	False
Kdm6a	False	False
Kdm6b	False	False
Kdm7a	False	False
Kdm8	False	False
Kdr	False	False
Kdsr	False	True
Keap1	False	False
Keg1	True	True
Kel	False	False
Kera	False	False
Khdc1a	False	False
Khdc3	False	False
Khdc4	False	False
Khdrbs1	False	False
Khdrbs2	False	False
Khdrbs3	False	True
Khk	True	False
Khsrp	False	True
Kics2	False	False
Kidins220	False	True
Kif11	False	False
Kif12	True	False
Kif13a	False	False
Kif13b	False	False
Kif14	False	False
Kif15	False	True
Kif16b	False	True
Kif17	False	True
Kif18a	False	False
Kif18b	False	False
Kif19a	False	False
Kif1a	False	True
Kif1b	False	True
Kif1c	False	True
Kif20a	False	False
Kif20b	False	True
Kif21a	False	True
Kif21b	False	False
Kif22	False	False
Kif23	False	True
Kif24	False	False
Kif26a	False	False
Kif26b	False	True
Kif27	False	False
Kif28	False	False
Kif2a	False	True
Kif2b	False	False
Kif2c	True	False
Kif3a	False	False
Kif3b	False	True
Kif3c	False	False
Kif4	False	False
Kif5a	False	True
Kif5b	False	False
Kif5c	False	False
Kif7	False	False
Kif9	False	True
Kifap3	False	True
Kifbp	False	False
Kifc1	False	False
Kifc2	False	False
Kifc3	False	False
Kifc5b	False	False
Kin	False	True
Kir3dl1	False	False
Kir3dl2	False	False
Kirrel	False	False
Kirrel2	True	False
Kirrel3	False	False
Kiss1	False	False
Kiss1r	False	True
Kit	False	False
Kitl	True	False
Kiz	False	False
Kl	True	False
Klb	False	True
Klc1	False	False
Klc2	False	False
Klc3	False	False
Klc4	False	True
Klf1	False	True
Klf10	False	True
Klf11	False	True
Klf12	False	False
Klf13	False	True
Klf14	False	True
Klf15	False	False
Klf16	False	True
Klf17	False	True
Klf2	True	True
Klf3	False	True
Klf4	False	False
Klf5	False	False
Klf6	True	False
Klf7	True	True
Klf8	False	False
Klf9	False	False
Klhdc1	False	False
Klhdc10	False	False
Klhdc2	False	False
Klhdc3	False	False
Klhdc7a	False	True
Klhdc8b	False	False
Klhdc9	False	True
Klhl1	False	True
Klhl10	False	False
Klhl12	False	False
Klhl13	False	False
Klhl14	True	False
Klhl15	False	True
Klhl17	False	True
Klhl18	False	False
Klhl2	False	False
Klhl20	False	True
Klhl21	True	False
Klhl22	False	True
Klhl24	False	False
Klhl25	False	False
Klhl3	False	False
Klhl31	False	True
Klhl36	False	True
Klhl4	False	True
Klhl40	False	False
Klhl41	False	False
Klhl42	False	False
Klhl6	False	False
Klhl7	False	False
Klhl8	False	False
Klhl9	False	False
Klk1	True	False
Klk11	False	False
Klk12	False	True
Klk13	False	False
Klk14	False	False
Klk1b1	False	False
Klk1b11	True	False
Klk1b16	False	False
Klk1b21	True	False
Klk1b22	False	False
Klk1b24	True	False
Klk1b26	True	False
Klk1b27	True	True
Klk1b3	False	False
Klk1b4	True	True
Klk1b5	True	True
Klk1b8	True	True
Klk1b9	True	True
Klk4	True	False
Klk5	False	True
Klk6	False	True
Klk7	True	False
Klk8	True	True
Klkb1	False	True
Klra1	False	False
Klra2	False	True
Klra4	False	False
Klra5	False	False
Klra6	False	False
Klra7	False	False
Klra8	False	False
Klrb1	False	False
Klrb1a	False	True
Klrb1b	False	True
Klrb1c	False	True
Klrb1f	False	True
Klrc1	False	True
Klrc2	False	False
Klrc3	False	False
Klrd1	True	True
Klre1	False	True
Klrg1	False	False
Klrg2	False	False
Klri1	False	False
Klri2	False	False
Klrk1	False	False
Kmo	True	False
Kmt2a	False	False
Kmt2b	False	False
Kmt2c	False	False
Kmt2d	False	False
Kmt2e	False	False
Kmt5a	False	False
Kmt5b	False	False
Kmt5c	False	False
Kncn	False	False
Kndc1	False	False
Kng1	True	False
Kng2	True	False
Knl1	False	False
Knop1	False	False
Knstrn	False	False
Kntc1	False	True
Kpna1	False	True
Kpna2	True	False
Kpna3	False	False
Kpna4	False	True
Kpna6	True	False
Kpna7	False	False
Kpnb1	False	True
Kprp	True	False
Kptn	False	True
Kras	False	False
Kremen1	False	False
Kremen2	False	True
Kri1	False	True
Krit1	False	False
Krr1	False	True
Krt1	True	True
Krt10	False	False
Krt12	True	True
Krt13	True	True
Krt14	True	True
Krt15	True	False
Krt16	True	True
Krt17	True	False
Krt18	True	False
Krt19	True	True
Krt2	True	True
Krt20	True	False
Krt222	False	True
Krt23	True	True
Krt24	False	True
Krt25	True	False
Krt26	False	False
Krt27	True	True
Krt28	True	False
Krt31	True	True
Krt32	True	False
Krt33a	True	True
Krt33b	True	False
Krt34	True	True
Krt35	False	False
Krt36	False	True
Krt39	True	False
Krt4	True	True
Krt40	False	False
Krt42	True	True
Krt5	True	False
Krt6a	True	True
Krt7	True	False
Krt71	True	True
Krt72	False	False
Krt73	True	False
Krt75	True	False
Krt76	False	False
Krt77	True	False
Krt79	True	True
Krt8	True	True
Krt80	False	True
Krt81	True	True
Krt82	True	False
Krt84	True	True
Krt86	True	False
Krt87	False	False
Krt9	False	False
Krtap10-10	False	False
Krtap12-1	True	True
Krtap14	False	False
Krtap15	True	True
Krtap16-1	True	True
Krtap16-3	False	False
Krtap19-1	False	False
Krtap19-2	False	False
Krtap19-3	False	False
Krtap19-4	False	False
Krtap19-5	False	False
Krtap19-9b	False	False
Krtap21-1	False	False
Krtap26-1	True	True
Krtap29-1	False	False
Krtap3-1	True	True
Krtap4-13	True	True
Krtap4-6	True	True
Krtap5-1	False	False
Krtap5-2	True	False
Krtap5-3	True	True
Krtap5-4	False	True
Krtap5-5	True	True
Krtap6-2	False	False
Krtap6-5	False	False
Krtap7-1	True	True
Krtap8-1	True	True
Krtap9-1	False	False
Krtap9-3	True	True
Krtap9-5	True	True
Krtcap2	False	False
Krtcap3	False	False
Krtdap	True	True
Ksr1	False	False
Ksr2	False	False
Kti12	False	False
Ktn1	False	False
Kxd1	False	False
Ky	False	False
Kyat1	False	False
Kyat3	False	False
Kynu	False	True
L1cam	False	False
L1td1	False	False
L2hgdh	False	False
L3hypdh	False	False
L3mbtl1	False	False
L3mbtl2	False	False
L3mbtl3	False	True
L3mbtl4	False	False
Lacc1	False	False
Lactb	False	False
Lactb2	False	False
Lad1	False	True
Lag3	False	True
Lage3	False	False
Lair1	False	True
Lalba	True	True
Lama1	False	True
Lama2	False	True
Lama3	False	False
Lama4	False	True
Lama5	False	False
Lamb1	False	False
Lamb2	False	True
Lamb3	False	True
Lamc1	False	False
Lamc2	False	False
Lamc3	False	True
Lamp1	False	False
Lamp2	False	False
Lamp3	False	True
Lamp5	False	False
Lamtor1	False	False
Lamtor2	False	False
Lamtor3	False	False
Lamtor4	False	False
Lamtor5	False	False
Lancl1	False	False
Lancl2	False	False
Lancl3	False	True
Lap3	False	False
Laptm4a	False	False
Laptm4b	False	False
Laptm5	False	False
Large1	False	False
Large2	False	False
Larp1	False	False
Larp4	False	False
Larp4b	False	False
Larp6	False	False
Larp7	False	False
Lars	False	False
Lars2	False	False
Las1l	False	False
Lasp1	True	False
Lat	False	False
Lat2	False	True
Lats1	False	False
Lats2	False	False
Lax1	False	False
Layn	False	False
Lbh	True	False
Lbp	False	True
Lbr	False	False
Lbx1	False	False
Lbx2	False	True
Lca5	False	False
Lcat	False	False
Lce1e	True	True
Lce1f	True	True
Lce1g	True	True
Lck	False	False
Lclat1	False	False
Lcmt2	False	True
Lcn10	False	False
Lcn12	False	False
Lcn2	True	True
Lcn3	False	False
Lcn4	True	True
Lcn5	True	False
Lcn8	True	False
Lcn9	False	False
Lcor	False	False
Lcorl	True	False
Lcp1	False	False
Lcp2	False	False
Lct	False	False
Lctl	False	True
Ldah	False	False
Ldb1	False	False
Ldb2	True	True
Ldb3	False	False
Ldha	False	False
Ldhal6b	False	False
Ldhb	False	True
Ldhc	False	False
Ldhd	False	False
Ldlr	False	False
Ldlrad3	False	True
Ldlrad4	False	False
Ldlrap1	False	False
Ldoc1	True	False
Leap2	False	True
Lect2	False	False
Lef1	False	False
Lefty1	False	False
Lefty2	False	False
Lemd2	False	False
Lemd3	False	True
Lenep	True	False
Leng9	True	True
Leo1	False	False
Lep	True	False
Lepr	False	False
Leprot	False	False
Leprotl1	False	False
Letm1	False	False
Letm2	False	False
Letmd1	False	True
Lfng	True	True
Lgals1	True	False
Lgals12	False	False
Lgals2	True	False
Lgals3	False	False
Lgals3bp	False	True
Lgals4	True	False
Lgals6	False	False
Lgals7	False	True
Lgals8	True	True
Lgals9	False	False
Lgalsl	False	False
Lgi1	False	True
Lgi2	False	False
Lgi3	False	True
Lgi4	False	True
Lgmn	False	True
Lgr4	False	False
Lgr5	True	False
Lgr6	False	True
Lgsn	True	False
Lhb	False	False
Lhcgr	False	True
Lhfp	False	False
Lhfpl1	False	False
Lhfpl2	False	True
Lhfpl3	False	False
Lhfpl4	False	False
Lhfpl5	False	True
Lhpp	True	False
Lhx1	False	True
Lhx2	False	False
Lhx3	False	True
Lhx4	False	True
Lhx5	False	True
Lhx6	False	False
Lhx8	False	False
Lhx9	False	False
Lias	False	False
Lif	False	True
Lifr	False	True
Lig1	False	False
Lig3	False	False
Lig4	False	False
Lilra5	False	True
Lilrb4a	False	False
Lilrb4b	False	False
Lim2	False	True
Lima1	False	True
Limch1	False	True
Limd1	False	True
Limd2	False	True
Lime1	False	False
Limk1	False	False
Limk2	False	True
Lims1	False	False
Lims2	False	False
Lin28a	False	False
Lin28b	False	True
Lin37	False	False
Lin52	False	False
Lin54	False	False
Lin7a	False	False
Lin7b	False	False
Lin7c	False	False
Lin9	False	False
Lingo1	False	False
Lingo2	False	True
Lingo3	False	False
Lingo4	False	True
Lins1	False	False
Lipa	False	False
Lipc	False	False
Lipe	False	False
Lipf	True	False
Lipg	True	False
Liph	False	True
Lipi	False	False
Lipk	False	True
Lipm	False	True
Lipn	False	True
Lipt1	False	False
Lipt2	False	False
Litaf	False	True
Llcfc1	False	False
Llgl1	False	False
Llgl2	False	True
Llph	False	False
Lman1	False	True
Lman1l	False	False
Lman2	False	False
Lman2l	False	False
Lmbr1	False	True
Lmbr1l	False	False
Lmbrd1	False	False
Lmbrd2	False	False
Lmcd1	True	False
Lmf1	False	True
Lmf2	False	False
Lmln	False	False
Lmna	True	True
Lmnb1	False	False
Lmnb2	False	False
Lmntd1	False	False
Lmo1	False	True
Lmo2	False	False
Lmo3	False	False
Lmo4	True	True
Lmo7	False	False
Lmod1	False	True
Lmod2	False	True
Lmod3	False	False
Lmtk2	False	False
Lmtk3	False	False
Lmx1a	False	True
Lmx1b	False	False
Lnpep	False	True
Lnpk	False	False
Lnx1	False	True
Lnx2	False	False
Lonp1	False	True
Lonp2	False	False
Lonrf1	False	False
Lonrf3	True	False
Lor	True	True
Lox	True	True
Loxhd1	False	False
Loxl1	False	True
Loxl2	True	True
Loxl3	False	False
Loxl4	True	False
Lpar1	False	True
Lpar2	False	False
Lpar3	False	False
Lpar4	False	False
Lpar5	False	True
Lpar6	False	True
Lpcat1	False	False
Lpcat2	False	False
Lpcat2b	True	False
Lpcat3	False	False
Lpcat4	False	True
Lpgat1	False	False
Lpin1	False	False
Lpin2	False	True
Lpin3	False	False
Lpl	False	False
Lpo	False	False
Lpp	False	True
Lpxn	False	True
Lrat	True	False
Lratd1	False	False
Lratd2	False	False
Lrba	False	False
Lrch1	False	False
Lrch3	False	False
Lrcol1	False	False
Lrfn1	False	False
Lrfn2	False	True
Lrfn3	False	False
Lrfn4	False	False
Lrfn5	False	False
Lrg1	True	False
Lrguk	False	False
Lrif1	False	False
Lrig1	False	False
Lrig2	False	False
Lrig3	False	True
Lrit1	False	False
Lrit2	False	False
Lrit3	False	False
Lrmda	False	False
Lrp1	False	True
Lrp11	False	False
Lrp12	False	False
Lrp1b	False	False
Lrp2	True	False
Lrp2bp	False	False
Lrp3	False	False
Lrp4	False	True
Lrp5	False	False
Lrp6	False	False
Lrp8	False	False
Lrpap1	False	True
Lrpprc	False	False
Lrrc1	False	False
Lrrc14	False	False
Lrrc15	True	True
Lrrc17	True	False
Lrrc18	False	False
Lrrc19	False	False
Lrrc24	False	True
Lrrc25	False	False
Lrrc26	False	False
Lrrc3	False	False
Lrrc32	False	True
Lrrc34	False	False
Lrrc38	False	False
Lrrc3b	False	False
Lrrc4	False	False
Lrrc45	False	True
Lrrc47	False	False
Lrrc49	False	False
Lrrc4b	False	False
Lrrc4c	False	True
Lrrc51	False	False
Lrrc52	False	False
Lrrc55	False	False
Lrrc56	False	True
Lrrc57	False	False
Lrrc59	False	False
Lrrc6	False	True
Lrrc66	True	False
Lrrc7	False	False
Lrrc8a	False	True
Lrrc8b	False	False
Lrrc8c	False	True
Lrrc8d	False	False
Lrrc8e	False	False
Lrrc9	False	False
Lrrcc1	False	True
Lrrfip1	False	True
Lrrfip2	False	True
Lrrk1	False	False
Lrrk2	False	True
Lrrn1	False	False
Lrrn3	True	False
Lrrn4	False	True
Lrrn4cl	False	False
Lrrtm1	False	False
Lrrtm2	False	True
Lrrtm3	False	True
Lrrtm4	False	True
Lrsam1	False	False
Lrtm1	False	False
Lrtm2	False	True
Lrwd1	False	False
Lsamp	True	False
Lsg1	False	True
Lsm1	False	False
Lsm10	False	True
Lsm11	False	False
Lsm14a	False	False
Lsm14b	False	True
Lsm2	False	False
Lsm3	False	False
Lsm4	False	True
Lsm5	True	True
Lsm6	False	False
Lsm7	False	False
Lsm8	False	False
Lsmem1	False	False
Lsp1	False	True
Lsr	False	True
Lss	False	True
Lst1	True	False
Lta	True	False
Lta4h	False	False
Ltb	True	False
Ltb4r1	False	False
Ltb4r2	False	True
Ltbp1	True	False
Ltbp2	True	False
Ltbp3	False	True
Ltbp4	False	False
Ltbr	False	True
Ltc4s	False	False
Ltf	True	False
Ltk	False	False
Ltn1	False	False
LTO1	False	False
Ltv1	False	True
Luc7l	False	False
Luc7l2	False	False
Luc7l3	False	False
Lum	False	True
Lurap1	False	False
Lurap1l	False	False
Luzp2	False	True
Lvrn	False	False
Lxn	False	False
Ly6a	False	True
Ly6c1	False	True
Ly6c2	False	False
Ly6d	True	True
Ly6e	False	True
Ly6f	False	True
Ly6g	False	False
Ly6g5b	False	False
Ly6g5c	True	False
Ly6g6c	True	True
Ly6g6d	False	True
Ly6g6e	False	True
Ly6h	False	False
Ly6i	False	True
Ly6k	False	False
Ly6l	False	False
Ly75	False	True
Ly86	True	False
Ly9	False	False
Ly96	False	False
Lyar	False	False
Lyg1	True	False
Lyg2	True	False
Lyl1	False	True
Lyn	False	True
Lynx1	False	False
Lypd1	False	False
Lypd10	False	False
Lypd2	False	False
Lypd3	False	True
Lypd4	False	False
Lypd5	False	True
Lypd6	False	False
Lypd6b	False	False
Lypd8	False	False
Lypla1	False	True
Lypla2	False	False
Lyplal1	False	True
Lyrm1	False	False
Lyrm4	False	False
Lyrm7	False	False
Lysmd1	False	False
Lysmd3	False	False
Lysmd4	False	False
Lyst	False	False
Lyve1	False	True
Lyz1	True	True
Lyz2	True	True
Lyzl1	False	False
Lyzl4	False	False
Lyzl6	False	True
Lzic	False	False
Lztfl1	False	False
Lztr1	False	False
Lzts1	False	False
Lzts2	False	False
Lzts3	False	False
M1ap	False	False
M6pr	False	False
Mab21l1	False	False
Mab21l2	False	False
Macc1	False	False
Macf1	False	False
Macir	False	False
Maco1	False	False
Macrod1	False	True
Macrod2	False	False
Macroh2a1	False	False
Macroh2a2	False	False
Mad1l1	True	False
Mad2l1	False	False
Mad2l1bp	False	False
Mad2l2	False	False
Madcam1	True	True
Madd	False	True
Maea	False	False
Mael	False	False
Maf	False	False
Maf1	False	False
Mafa	False	False
Mafb	True	True
Maff	False	False
Mafg	False	False
Mafk	False	True
Mag	False	False
Magea1	False	False
Magea10	False	False
Magea13	False	False
Magea14	False	False
Magea2	False	False
Magea3	False	False
Magea4	False	False
Magea5	False	False
Magea6	False	False
Magea8	False	False
Magea9	False	False
Maged1	True	False
Maged2	False	False
Magee1	False	True
Mageh1	False	False
Magel2	False	False
Magi1	False	False
Magi2	False	False
Magi3	False	True
Magoh	False	True
Magohb	False	False
Magt1	False	False
Maip1	False	False
Majin	False	False
Mak	False	True
Mak16	False	False
Mal	False	False
Mal2	False	False
Mall	False	False
Malrd1	False	False
Malsu1	False	False
Malt1	False	False
Mamdc2	True	False
Mamdc4	True	False
Maml1	False	False
Maml2	False	False
Maml3	False	True
Mamld1	False	True
Mamstr	False	False
Man1a	False	False
Man1a2	False	True
Man1b1	False	False
Man2a1	False	True
Man2a2	False	False
Man2b1	False	False
Man2b2	False	False
Man2c1	False	False
Manba	False	False
Manbal	False	True
Manea	False	False
Maneal	False	False
Manf	False	True
Mansc1	False	True
Mansc4	False	False
Maoa	True	False
Maob	False	False
Map10	False	False
Map1a	False	False
Map1b	False	False
Map1lc3a	False	False
Map1lc3b	False	False
Map1s	False	False
Map2	False	False
Map2k1	False	True
Map2k2	False	True
Map2k3	False	False
Map2k4	False	True
Map2k5	False	False
Map2k6	False	False
Map2k7	False	True
Map3k1	False	False
Map3k10	False	False
Map3k11	False	False
Map3k12	False	False
Map3k13	False	False
Map3k14	False	True
Map3k15	False	False
Map3k19	False	False
Map3k2	False	True
Map3k20	False	False
Map3k21	False	False
Map3k3	False	False
Map3k4	False	False
Map3k5	False	False
Map3k6	False	True
Map3k7	False	False
Map3k8	False	True
Map3k9	False	False
Map4	False	False
Map4k1	False	True
Map4k2	False	True
Map4k3	False	False
Map4k4	False	False
Map4k5	False	False
Map6	False	False
Map6d1	False	False
Map7	False	False
Map7d1	False	False
Map7d3	False	False
Map9	False	False
Mapk1	False	True
Mapk10	False	True
Mapk11	False	False
Mapk12	False	True
Mapk13	False	False
Mapk14	False	True
Mapk15	False	True
Mapk1ip1	False	False
Mapk3	False	False
Mapk4	False	False
Mapk6	False	False
Mapk7	False	False
Mapk8	False	False
Mapk8ip1	False	True
Mapk8ip2	False	False
Mapk8ip3	False	False
Mapk9	False	True
Mapkap1	False	False
Mapkapk2	False	False
Mapkapk3	False	False
Mapkapk5	False	False
Mapkbp1	False	False
Mapre1	False	False
Mapre2	False	True
Mapre3	False	True
Mapt	False	True
Marchf1	False	False
Marchf11	False	False
Marchf2	False	False
Marchf3	False	False
Marchf4	False	False
Marchf5	False	False
Marchf6	False	False
Marchf7	False	False
Marchf8	False	False
Marchf9	False	False
Marcks	False	True
Marcksl1	True	False
Marco	False	False
Marf1	False	False
Mark1	False	True
Mark2	False	False
Mark3	False	False
Mark4	False	True
Mars1	False	False
Mars2	False	True
Marveld1	False	False
Marveld2	False	False
Marveld3	False	False
Mas1	False	False
Masp1	False	True
Masp2	False	True
Mast1	False	True
Mast2	False	False
Mast3	False	True
Mast4	False	True
Mastl	False	False
Mat1a	True	False
Mat2a	True	False
Mat2b	False	False
Matk	False	False
Matn1	False	True
Matn2	False	False
Matn3	True	False
Matn4	True	False
Matr3	False	False
Mau2	False	False
Mavs	False	True
Max	False	True
Maz	False	False
Mb	False	False
Mb21d2	False	False
Mbd1	False	False
Mbd2	False	False
Mbd3	False	False
Mbd4	False	True
Mbd5	False	False
Mbd6	False	False
Mbip	False	True
Mbl1	False	True
Mbl2	False	False
Mblac1	False	False
Mblac2	False	False
Mbnl1	False	False
Mbnl2	False	False
Mbnl3	False	False
Mboat1	False	False
Mboat2	False	True
Mboat4	True	False
Mboat7	False	False
Mbp	False	True
Mbtd1	False	False
Mbtps1	False	False
Mbtps2	False	False
Mc1r	False	False
Mc2r	False	False
Mc3r	False	False
Mc4r	False	False
Mc5r	True	False
Mcam	False	True
Mcat	False	False
Mcc	False	False
Mccc1	False	False
Mccc2	False	False
Mcee	False	True
Mcemp1	False	False
Mcf2l	False	False
Mcfd2	False	False
Mchr1	False	True
Mcidas	False	False
Mcl1	False	True
Mcm10	False	False
Mcm2	False	False
Mcm3	False	False
Mcm3ap	False	False
Mcm4	False	True
Mcm5	False	False
Mcm6	False	False
Mcm7	False	False
Mcm8	False	True
Mcm9	False	False
Mcmbp	False	True
Mcmdc2	False	False
Mcoln1	False	False
Mcoln2	True	False
Mcoln3	False	False
Mcph1	False	False
Mcpt1	True	False
Mcpt2	False	True
Mcpt4	True	True
Mcpt8	True	False
Mcpt9	False	False
Mcrip1	False	False
Mcrip2	False	False
Mcrs1	False	False
Mctp1	False	False
Mctp2	False	False
Mcts1	False	False
Mcts2	False	True
Mcu	False	False
Mcub	False	False
Mcur1	False	False
Mdc1	False	True
Mdfi	False	True
Mdfic	False	False
Mdga1	False	False
Mdga2	False	True
Mdh1	False	False
Mdh1b	False	False
Mdh2	False	False
Mdk	True	False
Mdm1	False	False
Mdm2	False	False
Mdm4	True	False
Mdn1	False	False
Mdp1	False	False
Me1	False	True
Me2	False	True
Me3	False	False
Mea1	False	False
Meaf6	False	False
Meak7	False	False
Mecom	False	False
Mecp2	False	False
Mecr	False	True
Med1	False	False
Med10	False	False
Med11	False	True
Med12	False	False
Med12l	False	True
Med13	False	True
Med13l	False	False
Med14	False	True
Med15	False	False
Med16	False	False
Med17	False	False
Med18	False	True
Med19	False	False
Med20	False	False
Med21	True	True
Med22	False	False
Med23	False	False
Med24	False	False
Med25	False	False
Med26	False	True
Med27	False	False
Med28	False	False
Med29	False	False
Med30	False	True
Med31	False	False
Med4	False	True
Med6	False	False
Med7	False	True
Med8	False	False
Med9	False	True
Medag	False	False
Mef2a	True	False
Mef2b	False	True
Mef2bl	False	False
Mef2c	False	False
Mef2d	False	False
Mefv	False	False
Megf10	False	True
Megf11	False	True
Megf6	False	True
Megf8	False	False
Megf9	False	True
Mei4	False	False
Meig1	False	True
Meikin	False	False
Meiob	False	False
Meioc	False	False
Meiosin	False	False
Meis1	False	True
Meis2	False	False
Meis3	False	False
Melk	False	False
Meltf	False	False
Memo1	False	False
Men1	False	False
Meox1	True	False
Meox2	True	False
Mep1a	True	True
Mep1b	True	False
Mepce	False	True
Mepe	True	False
Mertk	False	True
Mesd	False	False
Mesp1	False	False
Mesp2	False	False
Mest	False	False
Met	False	False
Metap1	False	True
Metap1d	False	False
Metap2	False	True
Methig1	False	False
Metrn	False	False
Metrnl	False	True
Mettl1	False	False
Mettl11b	True	False
Mettl14	False	False
Mettl15	False	False
Mettl16	False	False
Mettl17	False	False
Mettl18	False	False
Mettl2	False	False
Mettl21a	False	False
Mettl21c	False	False
Mettl21e	False	False
Mettl22	False	False
Mettl23	False	False
Mettl24	False	False
Mettl25	False	False
Mettl3	False	False
Mettl4	False	True
Mettl5	False	False
Mettl6	False	True
Mettl7a1	False	True
Mettl7a2	False	False
Mettl7a3	False	False
Mettl7b	False	False
Mettl8	False	False
