File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF322IIV	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR686EYO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	DNA						2017-09-28	ENCODE			450-650	3, 4	3_1, 4_1							/files/ENCFF014RWM/, /files/ENCFF498HYQ/, /files/ENCFF419RSJ/, /files/ENCFF134SCZ/	60975	ENCODE Processing Pipeline	8d258cd1a07a0dcb5c6e8a47a9be5ece		https://www.encodeproject.org/files/ENCFF322IIV/@@download/ENCFF322IIV.bed.gz				released	s3://encode-public/2017/03/02/73d0d375-3525-493b-9880-9883e13443e5/ENCFF322IIV.bed.gz			
ENCFF498HYQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR686EYO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	DNA						2017-09-28	ENCODE			450-650	3	3_1							/files/ENCFF804DKO/, /files/ENCFF910IKB/	6842535	ENCODE Processing Pipeline	db512c9dfc20f849d3f0b63c796663c2		https://www.encodeproject.org/files/ENCFF498HYQ/@@download/ENCFF498HYQ.bed.gz				released	s3://encode-public/2017/03/02/88533e3e-a6eb-46f0-8d1f-fc09224397b7/ENCFF498HYQ.bed.gz			
ENCFF359KRH	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR325DER	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NR3C1-human	DNA						2018-01-26	ENCODE			450-650	2	2_1							/files/ENCFF227IZS/, /files/ENCFF228UIL/	6192376	ENCODE Processing Pipeline	dcef7a7502710d623f500f8fe1cfc586		https://www.encodeproject.org/files/ENCFF359KRH/@@download/ENCFF359KRH.bed.gz				released	s3://encode-public/2017/03/02/1832fedf-20e5-407e-b765-381a41d7d34a/ENCFF359KRH.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking	partially characterized antibody	
ENCFF913WVP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR325DER	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NR3C1-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF196MMQ/, /files/ENCFF227IZS/, /files/ENCFF910IKB/, /files/ENCFF228UIL/	7071799	ENCODE Processing Pipeline	18ef52db7abb2dc09106e3fba5997d6c		https://www.encodeproject.org/files/ENCFF913WVP/@@download/ENCFF913WVP.bed.gz				released	s3://encode-public/2017/03/02/74d01964-562f-4493-9bed-22d76b33e9cf/ENCFF913WVP.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking	partially characterized antibody	
ENCFF474QSX	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR325DER	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NR3C1-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF932WAP/, /files/ENCFF419RSJ/, /files/ENCFF359KRH/, /files/ENCFF913WVP/	24956	ENCODE Processing Pipeline	e5423e4269ae7a3dca53bfd0b7078af8		https://www.encodeproject.org/files/ENCFF474QSX/@@download/ENCFF474QSX.bed.gz				released	s3://encode-public/2017/03/02/7bffa1f7-27df-46a4-9a41-ec71705161b0/ENCFF474QSX.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking	partially characterized antibody	
ENCFF932WAP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR325DER	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NR3C1-human	DNA						2018-01-26	ENCODE			450-650	1	1_1							/files/ENCFF196MMQ/, /files/ENCFF910IKB/	6046942	ENCODE Processing Pipeline	2edac0bedb26f5ecee14b9a2f83a74a9		https://www.encodeproject.org/files/ENCFF932WAP/@@download/ENCFF932WAP.bed.gz				released	s3://encode-public/2017/03/02/2a26eed5-7367-4063-89f1-93a05f10e5e6/ENCFF932WAP.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking	partially characterized antibody	
ENCFF315MUH	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR325DER	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NR3C1-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF932WAP/, /files/ENCFF419RSJ/, /files/ENCFF359KRH/, /files/ENCFF913WVP/	46528	ENCODE Processing Pipeline	5e76f902cc00cb2c1a6d7123b4dbc9d7		https://www.encodeproject.org/files/ENCFF315MUH/@@download/ENCFF315MUH.bed.gz				released	s3://encode-public/2017/03/02/db681ff7-d6ae-4748-8437-36924415f6a5/ENCFF315MUH.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking	partially characterized antibody	
ENCFF709WNV	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR000DWD	Histone ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										H3K4me3-human	DNA						2011-02-11	ENCODE		see document		1	1_1							/files/ENCFF873PSH/, /files/ENCFF185YRK/	689243	ENCODE Processing Pipeline	7e45c13152c9902be6fe06082aae249a		https://www.encodeproject.org/files/ENCFF709WNV/@@download/ENCFF709WNV.bed.gz				released	s3://encode-public/2016/08/12/f6725e28-b718-4467-97f0-5e44c466e4f2/ENCFF709WNV.bed.gz	control low read depth, low read depth, low read length		
ENCFF537XMF	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR000DWD	Histone ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										H3K4me3-human	DNA						2011-02-11	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF873PSH/, /files/ENCFF185YRK/, /files/ENCFF955AMI/	619819	ENCODE Processing Pipeline	c0faa52d3b6c0604c6c6a69ee1468a47		https://www.encodeproject.org/files/ENCFF537XMF/@@download/ENCFF537XMF.bed.gz				released	s3://encode-public/2016/08/12/dbe2a319-8bcf-4592-93f8-00a8ce72d52b/ENCFF537XMF.bed.gz	control low read depth, low read depth, low read length		
ENCFF862MSZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR000DWD	Histone ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										H3K4me3-human	DNA						2011-02-11	ENCODE		see document		2	2_1							/files/ENCFF873PSH/, /files/ENCFF955AMI/	689471	ENCODE Processing Pipeline	1b5868daf7a200de8ddd00c9f29a9335		https://www.encodeproject.org/files/ENCFF862MSZ/@@download/ENCFF862MSZ.bed.gz				released	s3://encode-public/2016/08/12/3cd5f717-b99c-4d31-9802-4a1ca34de32f/ENCFF862MSZ.bed.gz	control low read depth, low read depth, low read length		
ENCFF148POZ	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR000DWD	Histone ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										H3K4me3-human	DNA						2011-02-11	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF862MSZ/, /files/ENCFF709WNV/, /files/ENCFF537XMF/	799663	ENCODE Processing Pipeline	bba174497f0a94d497e6b9eb4b8fe0a4		https://www.encodeproject.org/files/ENCFF148POZ/@@download/ENCFF148POZ.bed.gz				released	s3://encode-public/2016/08/12/3fb246a0-d874-4793-b966-e112e7cccfed/ENCFF148POZ.bed.gz	control low read depth, low read depth, low read length		
ENCFF677UXH	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR898IDK	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF23-human/				ZNF23-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF174OKT/, /files/ENCFF892QWA/	2143702	ENCODE Processing Pipeline	f9a322e8b35401d5103b1cb61409a1f1		https://www.encodeproject.org/files/ENCFF677UXH/@@download/ENCFF677UXH.bed.gz				released	s3://encode-public/2020/07/03/2bf2ba88-abea-402a-bf1b-21fed20e66d2/ENCFF677UXH.bed.gz	mild to moderate bottlenecking		
ENCFF293RMR	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR898IDK	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF23-human/				ZNF23-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF892QWA/, /files/ENCFF615ERF/	3046618	ENCODE Processing Pipeline	72e0b0d220fa4c84a950fcdfd88f62c4		https://www.encodeproject.org/files/ENCFF293RMR/@@download/ENCFF293RMR.bed.gz				released	s3://encode-public/2020/07/03/e1ae3cc1-cf36-4340-9d6f-f0476a9a2a81/ENCFF293RMR.bed.gz	mild to moderate bottlenecking		
ENCFF063VRD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR898IDK	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF23-human/				ZNF23-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF356LFX/, /files/ENCFF892QWA/, /files/ENCFF615ERF/	40577	ENCODE Processing Pipeline	e39d7f6abf53af94c1aadcbcbb57500b		https://www.encodeproject.org/files/ENCFF063VRD/@@download/ENCFF063VRD.bed.gz				released	s3://encode-public/2020/07/03/2d1f365c-c31e-4d99-844c-5df6e2f81063/ENCFF063VRD.bed.gz	mild to moderate bottlenecking		
ENCFF517AVE	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR898IDK	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF23-human/				ZNF23-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF892QWA/, /files/ENCFF615ERF/	3047589	ENCODE Processing Pipeline	dc5c9953df9c339dcdb68c5f93b647d2		https://www.encodeproject.org/files/ENCFF517AVE/@@download/ENCFF517AVE.bed.gz				released	s3://encode-public/2020/07/03/244950ac-ab16-4eb7-8890-d5200ded63b1/ENCFF517AVE.bed.gz	mild to moderate bottlenecking		
ENCFF864OJG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR898IDK	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF23-human/				ZNF23-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF356LFX/, /files/ENCFF892QWA/, /files/ENCFF615ERF/	39230	ENCODE Processing Pipeline	9a4b5e8725abea9db43692dc69f763c9		https://www.encodeproject.org/files/ENCFF864OJG/@@download/ENCFF864OJG.bed.gz				released	s3://encode-public/2020/07/03/55c95312-1255-4b35-84fa-703c6b3e2005/ENCFF864OJG.bed.gz	mild to moderate bottlenecking		
ENCFF257LUF	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR898IDK	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF23-human/				ZNF23-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF174OKT/, /files/ENCFF615ERF/	2042938	ENCODE Processing Pipeline	a7c087fe3c9d8c7ae9a0bfcd5383c6ed		https://www.encodeproject.org/files/ENCFF257LUF/@@download/ENCFF257LUF.bed.gz				released	s3://encode-public/2020/07/03/e225b81d-d7cc-459c-8f61-1ff21f89f957/ENCFF257LUF.bed.gz	mild to moderate bottlenecking		
ENCFF775PJJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR898IDK	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF23-human/				ZNF23-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF174OKT/, /files/ENCFF356LFX/, /files/ENCFF615ERF/	18333	ENCODE Processing Pipeline	adfac6625f1a7aa0ed6b827636a2a9c7		https://www.encodeproject.org/files/ENCFF775PJJ/@@download/ENCFF775PJJ.bed.gz				released	s3://encode-public/2020/07/03/b98e1312-d831-40de-b016-a59a5442e445/ENCFF775PJJ.bed.gz	mild to moderate bottlenecking		
ENCFF095NQW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR898IDK	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF23-human/				ZNF23-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF174OKT/, /files/ENCFF356LFX/, /files/ENCFF892QWA/	22439	ENCODE Processing Pipeline	233fa139b151d20076a3588c3ae63fd7		https://www.encodeproject.org/files/ENCFF095NQW/@@download/ENCFF095NQW.bed.gz				released	s3://encode-public/2020/07/03/ce4f388a-d2c4-439f-9180-4b285026e861/ENCFF095NQW.bed.gz	mild to moderate bottlenecking		
ENCFF341RTC	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR154EIH	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TRIP13-human	DNA						2018-01-26	ENCODE			450-650	1	1_1							/files/ENCFF910IKB/, /files/ENCFF923ISY/	5995169	ENCODE Processing Pipeline	357f7b2b14dec31302489623f7df954b		https://www.encodeproject.org/files/ENCFF341RTC/@@download/ENCFF341RTC.bed.gz				released	s3://encode-public/2017/03/02/2dc961f2-6db0-4c84-9445-679ac8bdb66b/ENCFF341RTC.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking, borderline replicate concordance	partially characterized antibody	
ENCFF221WGZ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR154EIH	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TRIP13-human	DNA						2018-01-26	ENCODE			450-650	2	2_1							/files/ENCFF227IZS/, /files/ENCFF942SZJ/	6435923	ENCODE Processing Pipeline	aef9c926f6355abf715d77be0b78a2dc		https://www.encodeproject.org/files/ENCFF221WGZ/@@download/ENCFF221WGZ.bed.gz				released	s3://encode-public/2017/03/02/319b7430-c06a-4211-9086-cf2923c024bb/ENCFF221WGZ.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking, borderline replicate concordance	partially characterized antibody	
ENCFF995YCS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR154EIH	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TRIP13-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF227IZS/, /files/ENCFF910IKB/, /files/ENCFF942SZJ/, /files/ENCFF923ISY/	7099685	ENCODE Processing Pipeline	66acd538a92ced33dd72e286a03a1d64		https://www.encodeproject.org/files/ENCFF995YCS/@@download/ENCFF995YCS.bed.gz				released	s3://encode-public/2017/03/02/97712eec-c975-46c6-94c3-9c565220fea0/ENCFF995YCS.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking, borderline replicate concordance	partially characterized antibody	
ENCFF159GUY	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR154EIH	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TRIP13-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF341RTC/, /files/ENCFF221WGZ/, /files/ENCFF419RSJ/, /files/ENCFF995YCS/	20147	ENCODE Processing Pipeline	36f5247ae68a5ad3b5fb7ffa7fc2f795		https://www.encodeproject.org/files/ENCFF159GUY/@@download/ENCFF159GUY.bed.gz				released	s3://encode-public/2017/03/02/34a4e949-51a9-461c-9661-ff12309ead42/ENCFF159GUY.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking, borderline replicate concordance	partially characterized antibody	
ENCFF534VQL	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR154EIH	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TRIP13-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF341RTC/, /files/ENCFF221WGZ/, /files/ENCFF419RSJ/, /files/ENCFF995YCS/	49363	ENCODE Processing Pipeline	5466c64f400b515e7e0c9105e7398f17		https://www.encodeproject.org/files/ENCFF534VQL/@@download/ENCFF534VQL.bed.gz				released	s3://encode-public/2017/03/02/aeec9872-73ba-4e12-8fc0-403515ff9369/ENCFF534VQL.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking, borderline replicate concordance	partially characterized antibody	
ENCFF156CMT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR126YJQ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/HMG20A-human/				HMG20A-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF882PJT/, /files/ENCFF239OYN/, /files/ENCFF356LFX/	25954	ENCODE Processing Pipeline	4777b1d47a2d69ce9a719fe5fba9b97b		https://www.encodeproject.org/files/ENCFF156CMT/@@download/ENCFF156CMT.bed.gz				released	s3://encode-public/2020/06/30/b940202d-3c70-4db1-b92c-2885d6725a7a/ENCFF156CMT.bed.gz	mixed read lengths, mild to moderate bottlenecking		
ENCFF093OQL	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR126YJQ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/HMG20A-human/				HMG20A-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF882PJT/, /files/ENCFF239OYN/	2941151	ENCODE Processing Pipeline	4c89b8bdde281a02727f5c4d745331ad		https://www.encodeproject.org/files/ENCFF093OQL/@@download/ENCFF093OQL.bed.gz				released	s3://encode-public/2020/06/30/12909ec6-b852-4dd0-aeda-0d1f954f3b77/ENCFF093OQL.bed.gz	mixed read lengths, mild to moderate bottlenecking		
ENCFF840BHF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR126YJQ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/HMG20A-human/				HMG20A-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	2	2_1							/files/ENCFF174OKT/, /files/ENCFF882PJT/, /files/ENCFF356LFX/	10627	ENCODE Processing Pipeline	c4e7589f02c947c7c0fc3382fdcdfdfc		https://www.encodeproject.org/files/ENCFF840BHF/@@download/ENCFF840BHF.bed.gz				released	s3://encode-public/2020/06/30/c60ee85e-e3d9-40f3-a804-c07f5353b58c/ENCFF840BHF.bed.gz	mixed read lengths, mild to moderate bottlenecking		
ENCFF693JWE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR126YJQ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/HMG20A-human/				HMG20A-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1	1_1							/files/ENCFF174OKT/, /files/ENCFF239OYN/, /files/ENCFF356LFX/	11825	ENCODE Processing Pipeline	bf49b21cd80fd1faf141e71209793918		https://www.encodeproject.org/files/ENCFF693JWE/@@download/ENCFF693JWE.bed.gz				released	s3://encode-public/2020/06/30/3fbddeb6-81d9-4b00-ba0a-e27bf6900013/ENCFF693JWE.bed.gz	mixed read lengths, mild to moderate bottlenecking		
ENCFF260TCW	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR126YJQ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/HMG20A-human/				HMG20A-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1	1_1							/files/ENCFF174OKT/, /files/ENCFF239OYN/	1998700	ENCODE Processing Pipeline	d343c6fe65abb7d3d052128e56304194		https://www.encodeproject.org/files/ENCFF260TCW/@@download/ENCFF260TCW.bed.gz				released	s3://encode-public/2020/06/30/4bc51291-4b35-42f1-823b-3fec3c4f64c8/ENCFF260TCW.bed.gz	mixed read lengths, mild to moderate bottlenecking		
ENCFF089NMA	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR126YJQ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/HMG20A-human/				HMG20A-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF882PJT/, /files/ENCFF239OYN/	2952315	ENCODE Processing Pipeline	40ee287db4cc6f797676cdec85c32c3a		https://www.encodeproject.org/files/ENCFF089NMA/@@download/ENCFF089NMA.bed.gz				released	s3://encode-public/2020/06/30/ddab1a3a-a26f-48f1-b444-d519d5aaeefb/ENCFF089NMA.bed.gz	mixed read lengths, mild to moderate bottlenecking		
ENCFF118ATD	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR126YJQ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/HMG20A-human/				HMG20A-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF882PJT/, /files/ENCFF239OYN/, /files/ENCFF356LFX/	26073	ENCODE Processing Pipeline	5d57b567c4866f3438531000206a49a4		https://www.encodeproject.org/files/ENCFF118ATD/@@download/ENCFF118ATD.bed.gz				released	s3://encode-public/2020/06/30/c466b1bb-e5cc-4889-b70f-941f6eaf0489/ENCFF118ATD.bed.gz	mixed read lengths, mild to moderate bottlenecking		
ENCFF542OBK	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR126YJQ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/HMG20A-human/				HMG20A-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	2	2_1							/files/ENCFF174OKT/, /files/ENCFF882PJT/	1970408	ENCODE Processing Pipeline	4418f4da972f162205d2c7f95b2da4fd		https://www.encodeproject.org/files/ENCFF542OBK/@@download/ENCFF542OBK.bed.gz				released	s3://encode-public/2020/06/30/9bdce736-d208-42af-ac80-af705ddb1a6f/ENCFF542OBK.bed.gz	mixed read lengths, mild to moderate bottlenecking		
ENCFF773RJT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR044IXA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF354B-human/				ZNF354B-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF174OKT/, /files/ENCFF356LFX/, /files/ENCFF979JDY/	33706	ENCODE Processing Pipeline	644f76361e4b8d5a1adcc3847639a912		https://www.encodeproject.org/files/ENCFF773RJT/@@download/ENCFF773RJT.bed.gz				released	s3://encode-public/2020/07/01/a9142d3e-b12e-4458-8dcc-9905c722395d/ENCFF773RJT.bed.gz			
ENCFF752WAG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR044IXA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF354B-human/				ZNF354B-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF356LFX/, /files/ENCFF979JDY/, /files/ENCFF689GLX/	50824	ENCODE Processing Pipeline	2bc4e976bf311d3d369595318cb79b60		https://www.encodeproject.org/files/ENCFF752WAG/@@download/ENCFF752WAG.bed.gz				released	s3://encode-public/2020/07/01/6a62f448-e437-4f33-bbbe-7173e54990ee/ENCFF752WAG.bed.gz			
ENCFF958JFO	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR044IXA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF354B-human/				ZNF354B-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF979JDY/, /files/ENCFF689GLX/	2836129	ENCODE Processing Pipeline	f0aac7b2a9d8b58f724957fa990d0e9c		https://www.encodeproject.org/files/ENCFF958JFO/@@download/ENCFF958JFO.bed.gz				released	s3://encode-public/2020/07/01/41229078-0b94-445d-b06f-2a9dda81ffa8/ENCFF958JFO.bed.gz			
ENCFF727GHM	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR044IXA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF354B-human/				ZNF354B-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF174OKT/, /files/ENCFF979JDY/	2062355	ENCODE Processing Pipeline	d9a7c5b22162250f3c84c8ceed9ac599		https://www.encodeproject.org/files/ENCFF727GHM/@@download/ENCFF727GHM.bed.gz				released	s3://encode-public/2020/07/01/a4259952-a1b2-4ec9-8270-3476443d74e1/ENCFF727GHM.bed.gz			
ENCFF556FCL	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR044IXA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF354B-human/				ZNF354B-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF174OKT/, /files/ENCFF689GLX/	1771427	ENCODE Processing Pipeline	5e731edbd4055ffdf99e71e749f274da		https://www.encodeproject.org/files/ENCFF556FCL/@@download/ENCFF556FCL.bed.gz				released	s3://encode-public/2020/07/01/3fc37ed7-ded6-4355-87c6-d58d8396cc68/ENCFF556FCL.bed.gz			
